,address,artists,city,county,full_address,id,images,latitude,longitude,notes,state,neighborhood
0,19800 Grand River Avenue,unknown,Detroit,Wayne County,"19800 Grand River Avenue, Detroit, MI, USA",m0010,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0010.jpg,42.408355,-83.236525,,Michigan,North Rosedale Park
1,2434 20th Street,unknown,Detroit,Wayne County,"2434 20th St, Detroit, MI, USA",m0052,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0052.jpg,42.330751,-83.08353,,Michigan,Mexicantown - Southwest Detroit
2,24313 Grand River Avenue,JERMAINE CLARK,Detroit,Wayne County,"Grand River Avenue, Detroit, MI, USA",m0084,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0084.jpg,42.425526,-83.280624,,Michigan,The Eye
3,2001 23rd Street,unknown,Detroit,Wayne County,"23rd Street, Detroit, MI, USA",m0209,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0209.jpg,42.325127,-83.086039,,Michigan,Hubbard Richard
4,7892 Chrysler Drive,SHADES,Detroit,Wayne County,"Russell Street, Detroit, MI, USA",m0279,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0279.jpg,42.378455,-83.062162,located in rear building,Michigan,Milwaukee Junction
5,3432 Livernois,DASIC FERNÁNDEZ,Detroit,Wayne County,"3432 Livernois, Detroit, MI, USA",m0051,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0051.jpg,42.326787,-83.116584,,Michigan,Michigan - Martin
6,14864 Mendota Street,unknown,Detroit,Wayne County,"Detroit, MI, USA",m0094,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0094.jpg,42.398649,-83.164515,,Michigan,Detroit
7,1425 Gratiot Avenue,SINTEX,Detroit,Wayne County,"Gratiot Avenue, Detroit, MI, USA",m0371,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0371.jpg,42.344682,-83.037965,,Michigan,Lafayette Park
8,7339 Lane Street,unknown,Detroit,Wayne County,"Lane Street, Detroit, MI, USA",m0540,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0540.jpg,42.308834,-83.120887,,Michigan,Springwells Village
9,14864 Mendota Street,HENSE,Detroit,Wayne County,"Detroit, MI, USA",m0032,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0032.jpg,42.398649,-83.164515,,Michigan,Detroit
10,2600 East Grand Boulevard,TATIANA SUAREZ,Detroit,Wayne County,"Orleans Street, Detroit, MI, USA",m0285,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0285.jpg,42.376903,-83.05722,,Michigan,Milwaukee Junction
11,1425 Gratiot Avenue,NICOLE MACDONALD,Detroit,Wayne County,"Gratiot Avenue, Detroit, MI, USA",m0512,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0512.jpg,42.344682,-83.037965,,Michigan,Lafayette Park
12,511 West Canfield Street,KEVIN JOY,Detroit,Wayne County,"511 West Canfield Street, Detroit, MI, USA",m0613,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0613.jpg,42.350922,-83.066038,,Michigan,Midtown
13,7703 Oakland Avenue,FFTY,Detroit,Wayne County,"Oakland Avenue, Detroit, MI, USA",m0690,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0690.jpg,42.376783,-83.066489,,Michigan,North End
14,14864 Mendota Street,unknown,Detroit,Wayne County,"Detroit, MI, USA",m0027,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0027.jpg,42.398649,-83.164515,,Michigan,Detroit
15,1230 Library Street,"ADRIAN FALKNER', 'TRISTAN EATON', 'HENSE', 'HOW', 'NOSM', 'CYRCLE', 'MR. JAGO', 'AUGUSTINE KOFIE', 'MAYA HAYUK', 'PUSH', 'DABS MYLA', 'SAM FRIEDMAN', 'MATT W. MOORE', 'SANER', 'INTERESNI KAZKI', 'LOGAN HICKS', 'LUCY MCLAUCHLAN', 'REMI ROUGH', 'VICTOR REYES', 'GAIA', 'WAIS', 'B.",Detroit,Wayne County,"Library Street, Detroit, MI, USA",m0548,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0548.jpg,42.33428,-83.046925,"""The Z is A 10-story parking garage in Detroit's central business district that blends 1,300 parking spots with the work of 27 mural artists from across the globe. Named because the structure zigzags the corners of Broadway/East Grand River, and Library/Gratiot, the garage is a collaboration between Bedrock Detroit and Library Street Collective that opened in 2013. The 500,000-square-foot project includes 34,000 square feet of retail and restaurant space.

The 130-foot-wide murals inside the garage have turned the Z - along with the adjacent BELT Alley - into a Detroit destination. The artwork is diverse and many pieces feature nods to the history of Detroit's industry and culture, which includes the concept of The Z itself - what city better fits an art gallery that you can drive into?""

- Library Street Collective",Michigan,Downtown Detroit
16,14864 Mendota Street,unknown,Detroit,Wayne County,"Detroit, MI, USA",m0600,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0600.jpg,42.398649,-83.164515,,Michigan,Detroit
17,6541 Gratiot Avenue,SAM PHILLIPS,Detroit,Wayne County,"6541 Gratiot, Detroit, MI, USA",m0038,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0038.jpg,42.368153,-83.022159,,Michigan,Detroit
18,1570 West Seven Mile Road,"HOXXOH', 'BRIAN LACEY",Detroit,Wayne County,"West 7 Mile Road, Detroit, MI, USA",m0001,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0001.jpg,42.431989,-83.122883,,Michigan,Palmer Woods
19,14864 Mendota Street,KOBIE SOLOMON,Detroit,Wayne County,"Detroit, MI, USA",m0059,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0059.jpg,42.398649,-83.164515,,Michigan,Detroit
20,Livernois & 8 Mile Green Acres,JESSE KASSEL,Detroit,Wayne County,"Livernois Avenue, Detroit, MI, USA",m0015,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0015.jpg,42.445771,-83.141892,"PAINTED BY: Marlobro, Leah Rutt, & Volunteers",Michigan,Detroit
21,24313 Grand River Avenue,RENDA WRITER,Detroit,Wayne County,"Grand River Avenue, Detroit, MI, USA",m0086,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0086.jpg,42.425526,-83.280624,,Michigan,The Eye
22,650 Alfred Street,CLIFTON PERRY,Detroit,Wayne County,"Alfred Street, Detroit, MI, USA",m0140,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0140.jpg,42.346058,-83.046597,,Michigan,Brush Park
23,1425 Gratiot Avenue,ARLIN GRAFF,Detroit,Wayne County,"Gratiot Avenue, Detroit, MI, USA",m0284,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0284.jpg,42.344682,-83.037965,,Michigan,Lafayette Park
24,12130 Bloom Street,SUMMER IN THE CITY,Detroit,Wayne County,"Charles Street, Detroit, MI, USA",m0301,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0301.jpg,42.411751,-83.048451,,Michigan,Hamtramck
25,7892 Chrysler Drive,TAVAR ZAWACKI,Detroit,Wayne County,"Russell Street, Detroit, MI, USA",m0280,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0280.jpg,42.378455,-83.062162,,Michigan,Milwaukee Junction
26,1425 East Jefferson Avenue,unknown,Detroit,Wayne County,"East Jefferson Avenue, Detroit, MI, USA",m0354,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0354.jpg,42.334419,-83.031552,,Michigan,Lafayette Park
27,3365 Michigan Avenue,WC BEVAN,Detroit,Wayne County,"3363 Michigan Ave, Detroit, MI, USA",m0026,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0026.jpg,42.331154,-83.08994,,Michigan,Mexicantown - Southwest Detroit
28,125 Winder Street,"GHOST BEARD', 'PATCH WHISKY",Detroit,Wayne County,"Winder Street, Detroit, MI, USA",m0115,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0115.jpg,42.341619,-83.05127,,Michigan,Sports Center
29,125 Winder Street,LUKE CHUEH,Detroit,Wayne County,"Winder Street, Detroit, MI, USA",m0111,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0111.jpg,42.341619,-83.05127,located In alley,Michigan,Sports Center
30,2120 Orleans Street,unknown,Detroit,Wayne County,"Dequindre Cut Greenway, Detroit, MI, USA",m0195,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0195.jpg,42.344774,-83.034144,,Michigan,Lafayette Park
31,1335 Adelaide Street,ZAK MEERS,Detroit,Wayne County,"Adelaide Street, Detroit, MI, USA",m0181,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0181.jpg,42.346065,-83.041184,,Michigan,Eastern Market
32,14864 Mendota Street,unknown,Detroit,Wayne County,"Detroit, MI, USA",m0594,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0594.jpg,42.398649,-83.164515,,Michigan,Detroit
33,18551 Grand River Avenue,JESSICA KRCMARIK,Detroit,Wayne County,"18551 Grand River Avenue, Detroit, MI, USA",m0017,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0017.jpg,42.40266,-83.224439,,Michigan,Rosedale Park Historic District
34,2515 Michigan Avenue,unknown,Detroit,Wayne County,"2515 Michigan Ave, Detroit, MI, USA",m0065,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0065.jpg,42.331111,-83.080676,,Michigan,Mexicantown - Southwest Detroit
35,519 East Milwaukee Street,SUMMER IN THE CITY,Detroit,Wayne County,"519 E Milwaukee, Detroit, MI, USA",m0070,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0070.jpg,42.371697,-83.066142,,Michigan,Milwaukee Junction
36,2726 Riopelle Street,FELIPE PANTONE,Detroit,Wayne County,"Riopelle Street, Detroit, MI, USA",m0114,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0114.jpg,42.348416,-83.039909,,Michigan,Eastern Market
37,1425 Gratiot Avenue,"GHOST BEARD', 'PATCH WHISKY",Detroit,Wayne County,"Gratiot Avenue, Detroit, MI, USA",m0155,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0155.jpg,42.344682,-83.037965,,Michigan,Lafayette Park
38,12130 Bloom Street,SUMMER IN THE CITY,Detroit,Wayne County,"Charles Street, Detroit, MI, USA",m0302,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0302.jpg,42.411751,-83.048451,,Michigan,Hamtramck
39,14864 Mendota Street,HUSH,Detroit,Wayne County,"Detroit, MI, USA",m0045,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0045.jpg,42.398649,-83.164515,located in the Belt,Michigan,Detroit
40,14864 Mendota Street,313INK,Detroit,Wayne County,"Detroit, MI, USA",m0068,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0068.jpg,42.398649,-83.164515,,Michigan,Detroit
41,9715 Burnette Street,CHARLES MCGEE,Detroit,Wayne County,"West Grand River Avenue, Detroit, MI, USA",m0102,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0102.jpg,42.369568,-83.143006,located in rear,Michigan,Detroit
42,5505 U.S. 12,MICHELLE TANGUAY,Detroit,Wayne County,"Michigan Avenue, Detroit, MI, USA",m0132,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0132.jpg,42.331172,-83.110721,,Michigan,Detroit
43,66 Peterboro Street,unknown,Detroit,Wayne County,"Peterboro Street, Detroit, MI, USA",m0370,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0370.jpg,42.344699,-83.058183,,Michigan,Cass Corridor
44,2217 Springwells Street,THE SOUTHWEST URBAN ARTS MURAL PROJECT,Detroit,Wayne County,"Springwells Street, Detroit, MI, USA",m0346,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0346.jpg,42.311156,-83.127016,,Michigan,Springwells Village
45,14864 Mendota Street,unknown,Detroit,Wayne County,"Detroit, MI, USA",m0576,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0576.jpg,42.398649,-83.164515,,Michigan,Detroit
46,2120 Orleans Street,WC BEVAN,Detroit,Wayne County,"Dequindre Cut Greenway, Detroit, MI, USA",m0047,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0047.jpg,42.344774,-83.034144,,Michigan,Lafayette Park
47,2600 East Grand Boulevard,FFTY,Detroit,Wayne County,"Orleans Street, Detroit, MI, USA",m0266,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0266.jpg,42.376903,-83.05722,,Michigan,Milwaukee Junction
48,7339 Lane Street,unknown,Detroit,Wayne County,"Lane Street, Detroit, MI, USA",m0541,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0541.jpg,42.308834,-83.120887,,Michigan,Springwells Village
49,14864 Mendota Street,CURTIS LEWIS,Detroit,Wayne County,"Detroit, MI, USA",m0014,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0014.jpg,42.398649,-83.164515,,Michigan,Detroit
50,2967 East Grand Boulevard,KATIE CRAIG,Detroit,Wayne County,"2967 E Grand Blvd, Detroit, MI, USA",m0089,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0089.jpg,42.371799,-83.067968,,Michigan,Milwaukee Junction
51,17516 East Warren Avenue,"ERIN KRUCZEK', 'ELITE DETROIT', 'DETROIT HIVES",Detroit,Wayne County,"East Warren Avenue, Detroit, MI, USA",m0376,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0376.jpg,42.407991,-82.92455,,Michigan,Cornerstone Village
52,14864 Mendota Street,unknown,Detroit,Wayne County,"Detroit, MI, USA",m0416,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0416.jpg,42.398649,-83.164515,,Michigan,Detroit
53,14864 Mendota Street,SINTEX,Detroit,Wayne County,"Detroit, MI, USA",m0037,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0037.jpg,42.398649,-83.164515,,Michigan,Detroit
54,24313 Grand River Avenue,"SHEEFY MCFLY', 'PHIL SIMPSON",Detroit,Wayne County,"Grand River Avenue, Detroit, MI, USA",m0004,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0004.jpg,42.425526,-83.280624,,Michigan,The Eye
55,20100 Schoenherr Street,"PHYBR', 'DETROIT LACQUER', 'REC3SNK",Detroit,Wayne County,"20100 Schoenherr, Detroit, MI, USA",m0433,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0433.jpg,42.445102,-82.985086,,Michigan,Mohican Regent
56,12337 Greiner Street,unknown,Detroit,Wayne County,"Greiner Street, Detroit, MI, USA",m0431,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0431.jpg,42.42736,-82.998426,,Michigan,Osborn
57,1230 Library Street,"ADRIAN FALKNER', 'TRISTAN EATON', 'HENSE', 'HOW', 'NOSM', 'CYRCLE', 'MR. JAGO', 'AUGUSTINE KOFIE', 'MAYA HAYUK', 'PUSH', 'DABS MYLA', 'SAM FRIEDMAN', 'MATT W. MOORE', 'SANER', 'INTERESNI KAZKI', 'LOGAN HICKS', 'LUCY MCLAUCHLAN', 'REMI ROUGH', 'VICTOR REYES', 'GAIA', 'WAIS', 'B.",Detroit,Wayne County,"Library Street, Detroit, MI, USA",m0554,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0554.jpg,42.33428,-83.046925,,Michigan,Downtown Detroit
58,18551 Grand River Avenue,RACHEL WALKER,Detroit,Wayne County,"18551 Grand River Avenue, Detroit, MI, USA",m0008,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0008.jpg,42.40266,-83.224439,,Michigan,Rosedale Park Historic District
59,19758 Stahelin Avenue,SUMMER IN THE CITY,Detroit,Wayne County,"Stahelin Avenue, Detroit, MI, USA",m0006,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0006.jpg,42.436138,-83.228029,,Michigan,Detroit
60,1794 North Rademacher Street,THE SOUTHWEST URBAN ARTS MURAL PROJECT,Detroit,Wayne County,"Desmond Street, Detroit, MI, USA",m0312,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0312.jpg,42.31378,-83.112626,,Michigan,Mexicantown - Southwest Detroit
61,22666 West McNichols Road,unknown,Detroit,Wayne County,"West McNichols Road, Detroit, MI, USA",m0002,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0002.jpg,42.414726,-83.266317,,Michigan,Riverdale
62,7892 Chrysler Drive,"SEAN LUGO', 'SAVAGE HABIT",Detroit,Wayne County,"Russell Street, Detroit, MI, USA",m0044,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0044.jpg,42.378455,-83.062162,,Michigan,Milwaukee Junction
63,1801 Division Street,"YOK', 'SHERYO', 'DAEK', 'FECKS",Detroit,Wayne County,"Division Street, Detroit, MI, USA",m0158,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0158.jpg,42.348464,-83.037826,,Michigan,Eastern Market
64,1421 Springwells Street,SANER,Detroit,Wayne County,"1421 Springwells, Detroit, MI, USA",m0339,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0339.jpg,42.305341,-83.123247,,Michigan,Springwells Village
65,24313 Grand River Avenue,TONY WHLGN,Detroit,Wayne County,"Grand River Avenue, Detroit, MI, USA",m0694,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0694.jpg,42.425526,-83.280624,,Michigan,The Eye
66,14864 Mendota Street,MEGGS,Detroit,Wayne County,"Detroit, MI, USA",m0064,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0064.jpg,42.398649,-83.164515,,Michigan,Detroit
67,14864 Mendota Street,BIRDO,Detroit,Wayne County,"Detroit, MI, USA",m0079,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0079.jpg,42.398649,-83.164515,,Michigan,Detroit
68,1230 Library Street,"ADRIAN FALKNER', 'TRISTAN EATON', 'HENSE', 'HOW', 'NOSM', 'CYRCLE', 'MR. JAGO', 'AUGUSTINE KOFIE', 'MAYA HAYUK', 'PUSH', 'DABS MYLA', 'SAM FRIEDMAN', 'MATT W. MOORE', 'SANER', 'INTERESNI KAZKI', 'LOGAN HICKS', 'LUCY MCLAUCHLAN', 'REMI ROUGH', 'VICTOR REYES', 'GAIA', 'WAIS', 'B.",Detroit,Wayne County,"Library Street, Detroit, MI, USA",m0563,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0563.jpg,42.33428,-83.046925,,Michigan,Downtown Detroit
69,7115 Michigan 102,NDUBISI OKOYE,Detroit,Wayne County,"7115 W 8 Mile Rd, Detroit, MI, USA",m0061,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0061.jpg,42.445771,-83.144536,,Michigan,Detroit
70,3045 17th Street,"FFTY', 'LAHIZA', 'ZAK MEERS",Detroit,Wayne County,"17th Street, Detroit, MI, USA",m0054,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0054.jpg,42.335706,-83.082884,,Michigan,North Corktown
71,Michigan Third Street Park 3rd Avenue,"MARTIN MORENO', 'GEORGE VARGAS",Detroit,Wayne County,"Bagley Street, Detroit, MI, USA",m0172,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0172.jpg,42.331941,-83.058773,,Michigan,Downtown Detroit
72,2217 Springwells Street,LISA LUEVANOS,Detroit,Wayne County,"Springwells Street, Detroit, MI, USA",m0336,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0336.jpg,42.311156,-83.127016,,Michigan,Springwells Village
73,24313 Grand River Avenue,CZR PZR,Detroit,Wayne County,"Grand River Avenue, Detroit, MI, USA",m0382,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0382.jpg,42.425526,-83.280624,,Michigan,The Eye
74,24313 Grand River Avenue,OUIZI,Detroit,Wayne County,"Grand River Avenue, Detroit, MI, USA",m0003,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0003.jpg,42.425526,-83.280624,,Michigan,The Eye
75,1349 Adelaide Street,HEBRU BRANTLEY,Detroit,Wayne County,"1349 Adelaide St, Detroit, MI, USA",m0169,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0169.jpg,42.346341,-83.041086,,Michigan,Eastern Market
76,927 West Willis Street,unknown,Detroit,Wayne County,"West Willis Street, Detroit, MI, USA",m0410,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0410.jpg,42.348511,-83.069427,,Michigan,Midtown
77,7339 Lane Street,unknown,Detroit,Wayne County,"Lane Street, Detroit, MI, USA",m0538,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0538.jpg,42.308834,-83.120887,,Michigan,Springwells Village
78,2061 Taylor Street,TYLONN J. SAWYER,Detroit,Wayne County,"Taylor Street, Detroit, MI, USA",m0682,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0682.jpg,42.374503,-83.101914,,Michigan,Virginia Park
79,19130 Grand River Avenue,ELTON DURAN,Detroit,Wayne County,"19120 Grand River Avenue, Detroit, MI, USA",m0007,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0007.jpg,42.405411,-83.229198,,Michigan,North Rosedale Park
80,2120 Orleans Street,MITCHELL SCHORR,Detroit,Wayne County,"Dequindre Cut Greenway, Detroit, MI, USA",m0204,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0204.jpg,42.344774,-83.034144,,Michigan,Lafayette Park
81,6400 John R Street,PENDING,Detroit,Wayne County,"East Baltimore Avenue, Detroit, MI, USA",m0643,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0643.jpg,42.369277,-83.069775,,Michigan,Milwaukee Junction
82,7332 Oakland Avenue,KATIE CRAIG,Detroit,Wayne County,"7332 Oakland, Detroit, MI, USA",m0069,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0069.jpg,42.374315,-83.064419,,Michigan,North End
83,24313 Grand River Avenue,MICHAEL OLSZEWSKI,Detroit,Wayne County,"Grand River Avenue, Detroit, MI, USA",m0075,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0075.jpg,42.425526,-83.280624,,Michigan,The Eye
84,2120 Orleans Street,OUIZI,Detroit,Wayne County,"Dequindre Cut Greenway, Detroit, MI, USA",m0203,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0203.jpg,42.344774,-83.034144,,Michigan,Lafayette Park
85,14864 Mendota Street,WC BEVAN,Detroit,Wayne County,"Detroit, MI, USA",m0373,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0373.jpg,42.398649,-83.164515,,Michigan,Detroit
86,3740 Joseph Campau Avenue,"GHOST BEARD', 'PATCH WHISKY",Detroit,Wayne County,"Joseph Campau Street, Detroit, MI, USA",m0455,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0455.jpg,42.358885,-83.032549,,Michigan,Detroit
87,14864 Mendota Street,Michael Owen,Detroit,Wayne County,"Detroit, MI, USA",m0078,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0078.jpg,42.398649,-83.164515,,Michigan,Detroit
88,2600 East Grand Boulevard,TAYLOR WHITE,Detroit,Wayne County,"Orleans Street, Detroit, MI, USA",m0228,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0228.jpg,42.376903,-83.05722,,Michigan,Milwaukee Junction
89,Washington at Jefferson Downtown Detroit,unknown,Detroit,Wayne County,"Washington Boulevard, Detroit, MI, USA",m0577,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0577.jpg,42.327659,-83.048336,,Michigan,Detroit
90,1118 Seyburn Street,OUIZI,Detroit,Wayne County,"Agnes Street, Detroit, MI, USA",m0053,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0053.jpg,42.354188,-82.999403,,Michigan,Islandview
91,5244 Cass Avenue,unknown,Detroit,Wayne County,"Cass Avenue, Detroit, MI, USA",m0360,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0360.jpg,42.358963,-83.068361,,Michigan,Wayne State
92,6001 Russell Street,unknown,Detroit,Wayne County,"Harper Avenue, Detroit, MI, USA",m0378,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0378.jpg,42.370037,-83.057035,,Michigan,Milwaukee Junction
93,Livernois & 8 Mile Green Acres,unknown,Detroit,Wayne County,"Livernois Avenue, Detroit, MI, USA",m0437,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0437.jpg,42.445771,-83.141892,,Michigan,Detroit
94,14864 Mendota Street,unknown,Detroit,Wayne County,"Detroit, MI, USA",m0482,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0482.jpg,42.398649,-83.164515,,Michigan,Detroit
95,7833 Riopelle Street,KYLE DANLEY,Detroit,Wayne County,"Clay Street, Detroit, MI, USA",m0055,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0055.jpg,42.37879,-83.061493,,Michigan,Milwaukee Junction
96,14864 Mendota Street,FREDDY DIAZ,Detroit,Wayne County,"Detroit, MI, USA",m0528,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0528.jpg,42.398649,-83.164515,,Michigan,Detroit
97,Livernois & 8 Mile Green Acres,RENSONE,Detroit,Wayne County,"Livernois Avenue, Detroit, MI, USA",m0629,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0629.jpg,42.445771,-83.141892,,Michigan,Detroit
98,3439 Livernois,unknown,Detroit,Wayne County,"3439 Livernois, Detroit, MI, USA",m0050,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0050.jpg,42.326384,-83.117424,,Michigan,Michigan - Martin
99,650 Alfred Street,ANTHONY LEE,Detroit,Wayne County,"Alfred Street, Detroit, MI, USA",m0272,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0272.jpg,42.346058,-83.046597,located in alley,Michigan,Brush Park
100,14864 Mendota Street,JASON OSTRO,Detroit,Wayne County,"Detroit, MI, USA",m0364,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0364.jpg,42.398649,-83.164515,,Michigan,Detroit
101,3403 Hammond Street,unknown,Detroit,Wayne County,"Otis Street, Detroit, MI, USA",m0049,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0049.jpg,42.327129,-83.114552,,Michigan,Detroit
102,Holden & Trumbull NW Goldberg,CARL OXLEY III,Detroit,Wayne County,"Holden Street, Detroit, MI, USA",m0219,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0219.jpg,42.363153,-83.084656,,Michigan,Detroit
103,2600 East Grand Boulevard,1010,Detroit,Wayne County,"Orleans Street, Detroit, MI, USA",m0267,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0267.jpg,42.376903,-83.05722,,Michigan,Milwaukee Junction
104,5141 Rosa Parks Boulevard,DANNY SOBOR,Detroit,Wayne County,"5141 Rosa Parks Blvd, Detroit, MI, USA",m0472,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0472.jpg,42.35207,-83.084035,The Forge Artist Residency,Michigan,Woodbridge
105,5167 Wabash Street,unknown,Detroit,Wayne County,"Wabash Street, Detroit, MI, USA",m0409,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0409.jpg,42.351623,-83.08648,,Michigan,Woodbridge
106,14864 Mendota Street,ARLIN GRAFF,Detroit,Wayne County,"Detroit, MI, USA",m0585,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0585.jpg,42.398649,-83.164515,,Michigan,Detroit
107,1508 Brooklyn Street,unknown,Detroit,Wayne County,"Brooklyn Street, Detroit, MI, USA",m0030,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0030.jpg,42.32986,-83.062499,,Michigan,Corktown
108,5505 U.S. 12,unknown,Detroit,Wayne County,"Michigan Avenue, Detroit, MI, USA",m0043,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0043.jpg,42.331172,-83.110721,,Michigan,Detroit
