,address,artists,city,county,full_address,id,images,latitude,longitude,notes,state,neighborhood
337,2600 East Grand Boulevard,SYDNEY G. JAMES,Detroit,Wayne County,"Orleans Street, Detroit, MI, USA",m0226,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0226.jpg,42.376903,-83.05722,,Michigan,Milwaukee Junction
338,2036 Calumet Street,HELLO MELOH,Detroit,Wayne County,"Calumet Street, Detroit, MI, USA",m0393,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0393.jpg,42.345028,-83.081963,,Michigan,Core City
339,14864 Mendota Street,unknown,Detroit,Wayne County,"Detroit, MI, USA",m0461,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0461.jpg,42.398649,-83.164515,,Michigan,Detroit
340,2120 Orleans Street,unknown,Detroit,Wayne County,"Dequindre Cut Greenway, Detroit, MI, USA",m0193,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0193.jpg,42.344774,-83.034144,,Michigan,Lafayette Park
341,1801 Division Street,MISS VAN,Detroit,Wayne County,"Division Street, Detroit, MI, USA",m0188,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0188.jpg,42.348464,-83.037826,,Michigan,Eastern Market
342,14864 Mendota Street,FREDDY DIAZ,Detroit,Wayne County,"Detroit, MI, USA",m0332,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0332.jpg,42.398649,-83.164515,,Michigan,Detroit
343,1794 North Rademacher Street,THE SOUTHWEST URBAN ARTS MURAL PROJECT,Detroit,Wayne County,"Desmond Street, Detroit, MI, USA",m0310,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0310.jpg,42.31378,-83.112626,,Michigan,Mexicantown - Southwest Detroit
344,8031 Dix Street,SUMMER IN THE CITY,Detroit,Wayne County,"Dix Avenue, Detroit, MI, USA",m0531,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0531.jpg,42.316904,-83.13249,,Michigan,Springwells Village
345,1801 Division Street,SHARKTOOF,Detroit,Wayne County,"Division Street, Detroit, MI, USA",m0156,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0156.jpg,42.348464,-83.037826,,Michigan,Eastern Market
346,2726 Riopelle Street,EUGENE CARLAND,Detroit,Wayne County,"Riopelle Street, Detroit, MI, USA",m0187,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0187.jpg,42.348416,-83.039909,,Michigan,Eastern Market
347,1315 West Grand Boulevard,unknown,Detroit,Wayne County,"West Grand Boulevard, Detroit, MI, USA",m0496,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0496.jpg,42.339399,-83.10405,,Michigan,Detroit
348,650 Alfred Street,ANTHONY GROSS,Detroit,Wayne County,"Alfred Street, Detroit, MI, USA",m0147,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0147.jpg,42.346058,-83.046597,,Michigan,Brush Park
349,1801 Division Street,"ASKEW', 'HANNAH STOUFFER",Detroit,Wayne County,"Division Street, Detroit, MI, USA",m0157,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0157.jpg,42.348464,-83.037826,,Michigan,Eastern Market
350,14864 Mendota Street,unknown,Detroit,Wayne County,"Detroit, MI, USA",m0328,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0328.jpg,42.398649,-83.164515,,Michigan,Detroit
351,8115 Vernor Highway,unknown,Detroit,Wayne County,"West Vernor Highway, Detroit, MI, USA",m0314,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0314.jpg,42.310746,-83.128917,,Michigan,Springwells Village
352,8302 Cahalan Street,unknown,Detroit,Wayne County,"Mullane Street, Detroit, MI, USA",m0543,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0543.jpg,42.307283,-83.127504,,Michigan,Springwells Village
353,14864 Mendota Street,"HOW', ' NOSM', 'SHEPARD FAIREY",Detroit,Wayne County,"Detroit, MI, USA",m0604,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0604.jpg,42.398649,-83.164515,"How and NOSM (left, 2015) Shepard Fairey (right, 2016)",Michigan,Detroit
354,2600 East Grand Boulevard,OUIZI,Detroit,Wayne County,"Orleans Street, Detroit, MI, USA",m0120,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0120.jpg,42.376903,-83.05722,,Michigan,Milwaukee Junction
355,24313 Grand River Avenue,DESIREE KELLY,Detroit,Wayne County,"Grand River Avenue, Detroit, MI, USA",m0394,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0394.jpg,42.425526,-83.280624,,Michigan,The Eye
356,24313 Grand River Avenue,LUCHER,Detroit,Wayne County,"Grand River Avenue, Detroit, MI, USA",m0389,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0389.jpg,42.425526,-83.280624,,Michigan,The Eye
357,1766 Shipherd Street,C KANE,Detroit,Wayne County,"Shipherd Street, Detroit, MI, USA",m0630,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0630.jpg,42.356977,-83.000611,,Michigan,West Village
358,1525 Adelaide Street,ZAK MEERS,Detroit,Wayne County,"1525 Adelaide St, Detroit, MI, USA",m0184,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0184.jpg,42.347566,-83.038588,,Michigan,Eastern Market
359,1312 Springwells Street,MARKA27,Detroit,Wayne County,"1312 Springwells, Detroit, MI, USA",m0166,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0166.jpg,42.30475,-83.12203,,Michigan,Springwells Village
360,14864 Mendota Street,"TAYLOR WHITE', 'DALEK",Detroit,Wayne County,"Detroit, MI, USA",m0259,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0259.jpg,42.398649,-83.164515,,Michigan,Detroit
361,481 West Canfield Street,ALANA HUBBELL,Detroit,Wayne County,"West Canfield Street, Detroit, MI, USA",m0205,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0205.jpg,42.351271,-83.065831,,Michigan,Midtown
362,1425 Gratiot Avenue,HYGENIC DRESS LEAGUE,Detroit,Wayne County,"Gratiot Avenue, Detroit, MI, USA",m0229,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0229.jpg,42.344682,-83.037965,,Michigan,Lafayette Park
363,14545 Kercheval Avenue,unknown,Detroit,Wayne County,"Philip Street, Detroit, MI, USA",m0374,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0374.jpg,42.379598,-82.94604,,Michigan,Detroit
364,8115 Vernor Highway,unknown,Detroit,Wayne County,"West Vernor Highway, Detroit, MI, USA",m0413,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0413.jpg,42.310746,-83.128917,,Michigan,Springwells Village
365,14864 Mendota Street,unknown,Detroit,Wayne County,"Detroit, MI, USA",m0598,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0598.jpg,42.398649,-83.164515,,Michigan,Detroit
366,14864 Mendota Street,SHADES,Detroit,Wayne County,"Detroit, MI, USA",m0170,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0170.jpg,42.398649,-83.164515,,Michigan,Detroit
367,14864 Mendota Street,unknown,Detroit,Wayne County,"Detroit, MI, USA",m0423,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0423.jpg,42.398649,-83.164515,,Michigan,Detroit
368,8302 Cahalan Street,unknown,Detroit,Wayne County,"Mullane Street, Detroit, MI, USA",m0546,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0546.jpg,42.307283,-83.127504,,Michigan,Springwells Village
369,3945 Lincoln Street,WC BEVAN,Detroit,Wayne County,"Lincoln Street, Detroit, MI, USA",m0610,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0610.jpg,42.345242999999996,-83.07342,,Michigan,Woodbridge
370,7892 Chrysler Drive,PAT PERRY,Detroit,Wayne County,"Russell Street, Detroit, MI, USA",m0691,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0691.jpg,42.378455,-83.062162,,Michigan,Milwaukee Junction
371,1561 Adelaide Street,unknown,Detroit,Wayne County,"1561 Adelaide St, Detroit, MI, USA",m0183,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0183.jpg,42.347714,-83.038145,,Michigan,Eastern Market
372,1801 Division Street,"MR. JAGO', 'XENX",Detroit,Wayne County,"Division Street, Detroit, MI, USA",m0162,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0162.jpg,42.348464,-83.037826,,Michigan,Eastern Market
373,14864 Mendota Street,"CARL OXLEY III', 'MARK SENGBUSCH",Detroit,Wayne County,"Detroit, MI, USA",m0419,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0419.jpg,42.398649,-83.164515,PAINTED BY SUMMER IN THE CITY,Michigan,Detroit
374,17516 East Warren Avenue,SUMMER IN THE CITY,Detroit,Wayne County,"East Warren Avenue, Detroit, MI, USA",m0436,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0436.jpg,42.407991,-82.92455,,Michigan,Cornerstone Village
375,2615 Rosa Parks Boulevard,SUMMER IN THE CITY,Detroit,Wayne County,"2615 Rosa Parks Blvd, Detroit, MI, USA",m0167,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0167.jpg,42.33456,-83.074102,,Michigan,North Corktown
376,14864 Mendota Street,unknown,Detroit,Wayne County,"Detroit, MI, USA",m0221,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0221.jpg,42.398649,-83.164515,,Michigan,Detroit
377,8115 Vernor Highway,ELTON DURAN,Detroit,Wayne County,"West Vernor Highway, Detroit, MI, USA",m0432,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0432.jpg,42.310746,-83.128917,,Michigan,Springwells Village
378,5203 Maplewood Avenue,FUMEROISM,Detroit,Wayne County,"Maplewood Avenue, Detroit, MI, USA",m0444,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0444.jpg,42.359458,-83.126666,,Michigan,Detroit
379,975 Mack Avenue,MICHELLE TANGUAY,Detroit,Wayne County,"Mack Avenue, Detroit, MI, USA",m0435,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0435.jpg,42.351513,-83.046979,,Michigan,Forest Park
380,4454 Woodward Avenue,MATTHEW HIGGS,Detroit,Wayne County,"4454 Woodward Avenue, Detroit, MI, USA",m0235,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0235.jpg,42.35368,-83.061579,,Michigan,Midtown
381,4667 15th Street,"BIRDO', 'ELMER",Detroit,Wayne County,"4667 15th St, Detroit, MI, USA",m0384,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0384.jpg,42.347088,-83.08718,,Michigan,Core City
382,1230 Library Street,"ADRIAN FALKNER', 'TRISTAN EATON', 'HENSE', 'HOW', 'NOSM', 'CYRCLE', 'MR. JAGO', 'AUGUSTINE KOFIE', 'MAYA HAYUK', 'PUSH', 'DABS MYLA', 'SAM FRIEDMAN', 'MATT W. MOORE', 'SANER', 'INTERESNI KAZKI', 'LOGAN HICKS', 'LUCY MCLAUCHLAN', 'REMI ROUGH', 'VICTOR REYES', 'GAIA', 'WAIS', 'B.",Detroit,Wayne County,"Library Street, Detroit, MI, USA",m0558,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0558.jpg,42.33428,-83.046925,,Michigan,Downtown Detroit
383,14864 Mendota Street,LAURA FINLAY,Detroit,Wayne County,"Detroit, MI, USA",m0689,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0689.jpg,42.398649,-83.164515,,Michigan,Detroit
384,1335 Adelaide Street,MICHELLE TANGUAY,Detroit,Wayne County,"Adelaide Street, Detroit, MI, USA",m0178,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0178.jpg,42.346065,-83.041184,,Michigan,Eastern Market
385,2026 Garfield Street,APEXER,Detroit,Wayne County,"Saint Aubin Street, Detroit, MI, USA",m0192,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0192.jpg,42.361267,-83.042267,,Michigan,Forest Park
386,1825 21st Street,REVOK,Detroit,Wayne County,"1825 21st St, Detroit, MI, USA",m0415,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0415.jpg,42.326058,-83.082885,,Michigan,Hubbard Richard
387,14864 Mendota Street,BROZILLA,Detroit,Wayne County,"Detroit, MI, USA",m0465,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0465.jpg,42.398649,-83.164515,,Michigan,Detroit
388,1801 Division Street,SHARKTOOF,Detroit,Wayne County,"Division Street, Detroit, MI, USA",m0186,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0186.jpg,42.348464,-83.037826,,Michigan,Eastern Market
389,1461 Mullane Street,THE SOUTHWEST URBAN ARTS MURAL PROJECT,Detroit,Wayne County,"Longworth Street, Detroit, MI, USA",m0341,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0341.jpg,42.30492,-83.126063,,Michigan,Springwells Village
390,2315 Orleans Street,"MEGGS', 'TAYLOR WHITE', 'LAUREN YS",Detroit,Wayne County,"Jay Street, Detroit, MI, USA",m0180,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0180.jpg,42.345516,-83.036413,,Michigan,Lafayette Park
391,2422 Lawndale Street,"FREDDY DIAZ', 'PHILLIP PATRICK",Detroit,Wayne County,"Lawndale Street, Detroit, MI, USA",m0348,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0348.jpg,42.31066,-83.133795,,Michigan,Springwells Village
392,2909 East Grand Boulevard,SINTEX,Detroit,Wayne County,"2909 E Grand Blvd, Detroit, MI, USA",m0599,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0599.jpg,42.372498,-83.066113,,Michigan,Milwaukee Junction
393,14864 Mendota Street,DALEK,Detroit,Wayne County,"Detroit, MI, USA",m0261,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0261.jpg,42.398649,-83.164515,,Michigan,Detroit
394,14864 Mendota Street,Alex Pollock,Detroit,Wayne County,"Detroit, MI, USA",m0260,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0260.jpg,42.398649,-83.164515,(Painted by Ed Lee. Restored in 2013 by Vito Valdez),Michigan,Detroit
395,1230 Library Street,"ADRIAN FALKNER', 'TRISTAN EATON', 'HENSE', 'HOW', 'NOSM', 'CYRCLE', 'MR. JAGO', 'AUGUSTINE KOFIE', 'MAYA HAYUK', 'PUSH', 'DABS MYLA', 'SAM FRIEDMAN', 'MATT W. MOORE', 'SANER', 'INTERESNI KAZKI', 'LOGAN HICKS', 'LUCY MCLAUCHLAN', 'REMI ROUGH', 'VICTOR REYES', 'GAIA', 'WAIS', 'B.",Detroit,Wayne County,"Library Street, Detroit, MI, USA",m0552,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0552.jpg,42.33428,-83.046925,,Michigan,Downtown Detroit
396,14505 Longacre Street,SUMMER IN THE CITY,Detroit,Wayne County,"Lyndon Street, Detroit, MI, USA",m0688,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0688.jpg,42.39396,-83.215017,,Michigan,Grandmont - Rosedale
397,7892 Chrysler Drive,NIC NOTION,Detroit,Wayne County,"Russell Street, Detroit, MI, USA",m0190,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0190.jpg,42.378455,-83.062162,,Michigan,Milwaukee Junction
398,1335 Adelaide Street,SYDNEY G. JAMES,Detroit,Wayne County,"Adelaide Street, Detroit, MI, USA",m0179,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0179.jpg,42.346065,-83.041184,,Michigan,Eastern Market
399,7892 Chrysler Drive,PIXEL PANCHO,Detroit,Wayne County,"Russell Street, Detroit, MI, USA",m0292,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0292.jpg,42.378455,-83.062162,,Michigan,Milwaukee Junction
400,5505 U.S. 12,unknown,Detroit,Wayne County,"Michigan Avenue, Detroit, MI, USA",m0316,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0316.jpg,42.331172,-83.110721,,Michigan,Detroit
401,14864 Mendota Street,unknown,Detroit,Wayne County,"Detroit, MI, USA",m0475,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0475.jpg,42.398649,-83.164515,,Michigan,Detroit
402,2001 23rd Street,unknown,Detroit,Wayne County,"23rd Street, Detroit, MI, USA",m0173,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0173.jpg,42.325127,-83.086039,(rear parking lot),Michigan,Hubbard Richard
403,14864 Mendota Street,unknown,Detroit,Wayne County,"Detroit, MI, USA",m0333,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0333.jpg,42.398649,-83.164515,,Michigan,Detroit
404,2217 Springwells Street,THE SOUTHWEST URBAN ARTS MURAL PROJECT,Detroit,Wayne County,"Springwells Street, Detroit, MI, USA",m0338,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0338.jpg,42.311156,-83.127016,,Michigan,Springwells Village
405,5995 Caniff Street,BASK,Detroit,Wayne County,"Caniff Street, Detroit, MI, USA",m0453,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0453.jpg,42.406298,-83.040262,,Michigan,Hamtramck
406,14864 Mendota Street,unknown,Detroit,Wayne County,"Detroit, MI, USA",m0488,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0488.jpg,42.398649,-83.164515,,Michigan,Detroit
407,2726 Riopelle Street,CASE MACLAIM,Detroit,Wayne County,"Riopelle Street, Detroit, MI, USA",m0230,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0230.jpg,42.348416,-83.039909,,Michigan,Eastern Market
408,1425 Gratiot Avenue,"JEFF SOTO', 'MAXX242",Detroit,Wayne County,"Gratiot Avenue, Detroit, MI, USA",m0290,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0290.jpg,42.344682,-83.037965,,Michigan,Lafayette Park
409,2217 Springwells Street,THE SOUTHWEST URBAN ARTS MURAL PROJECT,Detroit,Wayne County,"Springwells Street, Detroit, MI, USA",m0345,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0345.jpg,42.311156,-83.127016,,Michigan,Springwells Village
410,8302 Cahalan Street,unknown,Detroit,Wayne County,"Mullane Street, Detroit, MI, USA",m0542,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0542.jpg,42.307283,-83.127504,,Michigan,Springwells Village
411,1801 Division Street,SLICK,Detroit,Wayne County,"Division Street, Detroit, MI, USA",m0227,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0227.jpg,42.348464,-83.037826,,Michigan,Eastern Market
412,2900 Saint Antoine,"WOES', 'KEVIN LYONS",Detroit,Wayne County,"Brewster Street, Detroit, MI, USA",m0231,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0231.jpg,42.346887,-83.046525,,Michigan,Brush Park
413,1255 Antietam Avenue,LAUREN HARRINGTON,Detroit,Wayne County,"Antietam Avenue, Detroit, MI, USA",m0355,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0355.jpg,42.340011,-83.039428,,Michigan,Lafayette Park
414,6119 Avery Street,unknown,Detroit,Wayne County,"Avery Street, Detroit, MI, USA",m0628,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0628.jpg,42.361404,-83.086821,,Michigan,NW Goldberg
415,7892 Chrysler Drive,NIVEK MONET,Detroit,Wayne County,"Russell Street, Detroit, MI, USA",m0225,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0225.jpg,42.378455,-83.062162,located in rear building,Michigan,Milwaukee Junction
416,14864 Mendota Street,MALT,Detroit,Wayne County,"Detroit, MI, USA",m0335,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0335.jpg,42.398649,-83.164515,,Michigan,Detroit
417,7892 Chrysler Drive,"NOSEGO', 'WOES",Detroit,Wayne County,"Russell Street, Detroit, MI, USA",m0213,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0213.jpg,42.378455,-83.062162,,Michigan,Milwaukee Junction
418,14864 Mendota Street,unknown,Detroit,Wayne County,"Detroit, MI, USA",m0587,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0587.jpg,42.398649,-83.164515,,Michigan,Detroit
419,6400 John R Street,TONY WHLGN,Detroit,Wayne County,"East Baltimore Avenue, Detroit, MI, USA",m0236,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0236.jpg,42.369277,-83.069775,,Michigan,Milwaukee Junction
420,1425 Gratiot Avenue,RONE,Detroit,Wayne County,"Gratiot Avenue, Detroit, MI, USA",m0294,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0294.jpg,42.344682,-83.037965,,Michigan,Lafayette Park
421,7339 Lane Street,unknown,Detroit,Wayne County,"Lane Street, Detroit, MI, USA",m0539,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0539.jpg,42.308834,-83.120887,,Michigan,Springwells Village
422,2726 Riopelle Street,ZAK MEERS,Detroit,Wayne County,"Riopelle Street, Detroit, MI, USA",m0182,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0182.jpg,42.348416,-83.039909,,Michigan,Eastern Market
423,650 Alfred Street,CAMILO PARDO,Detroit,Wayne County,"Alfred Street, Detroit, MI, USA",m0275,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0275.jpg,42.346058,-83.046597,,Michigan,Brush Park
424,2036 Calumet Street,MALT,Detroit,Wayne County,"Calumet Street, Detroit, MI, USA",m0391,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0391.jpg,42.345028,-83.081963,,Michigan,Core City
425,13950 Harper Avenue,unknown,Detroit,Wayne County,"Eastlawn Street, Detroit, MI, USA",m0405,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0405.jpg,42.403373,-82.968186,,Michigan,Detroit
426,14864 Mendota Street,unknown,Detroit,Wayne County,"Detroit, MI, USA",m0476,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0476.jpg,42.398649,-83.164515,,Michigan,Detroit
427,1425 Gratiot Avenue,"WOES', 'LUKE CHUEH",Detroit,Wayne County,"Gratiot Avenue, Detroit, MI, USA",m0191,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0191.jpg,42.344682,-83.037965,,Michigan,Lafayette Park
428,14864 Mendota Street,unknown,Detroit,Wayne County,"Detroit, MI, USA",m0480,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0480.jpg,42.398649,-83.164515,,Michigan,Detroit
429,Wright-Kay Building 1500,KELSEY MONTAGUE,Detroit,Wayne County,"1500 Woodward Avenue, Detroit, MI, USA",m0578,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0578.jpg,42.335208,-83.049099,,Michigan,Woodward Avenue
430,1230 Library Street,"ADRIAN FALKNER', 'TRISTAN EATON', 'HENSE', 'HOW', 'NOSM', 'CYRCLE', 'MR. JAGO', 'AUGUSTINE KOFIE', 'MAYA HAYUK', 'PUSH', 'DABS MYLA', 'SAM FRIEDMAN', 'MATT W. MOORE', 'SANER', 'INTERESNI KAZKI', 'LOGAN HICKS', 'LUCY MCLAUCHLAN', 'REMI ROUGH', 'VICTOR REYES', 'GAIA', 'WAIS', 'B.",Detroit,Wayne County,"Library Street, Detroit, MI, USA",m0567,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0567.jpg,42.33428,-83.046925,,Michigan,Downtown Detroit
431,1425 Gratiot Avenue,SHARKTOOF,Detroit,Wayne County,"Gratiot Avenue, Detroit, MI, USA",m0258,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0258.jpg,42.344682,-83.037965,,Michigan,Lafayette Park
432,14864 Mendota Street,"MALT', 'TEAD', 'MONSTER STEVE",Detroit,Wayne County,"Detroit, MI, USA",m0390,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0390.jpg,42.398649,-83.164515,,Michigan,Detroit
433,751 Griswold Street,JESSIE KASSEL,Detroit,Wayne County,"Griswold Street, Detroit, MI, USA",m0368,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0368.jpg,42.331344,-83.047978,,Michigan,Downtown Detroit
434,3756 West Hancock Street,TREETOP,Detroit,Wayne County,"West Hancock Street, Detroit, MI, USA",m0222,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0222.jpg,42.342891,-83.102882,located in alley,Michigan,Core City
435,1425 Gratiot Avenue,JEFF GRESS,Detroit,Wayne County,"Gratiot Avenue, Detroit, MI, USA",m0255,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0255.jpg,42.344682,-83.037965,,Michigan,Lafayette Park
436,2275 Pierce Street,BEAU STANTON,Detroit,Wayne County,"Pierce Street, Detroit, MI, USA",m0264,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0264.jpg,42.354398,-83.033902,,Michigan,Detroit
437,1801 Division Street,JEREMIAH BRITTON,Detroit,Wayne County,"Division Street, Detroit, MI, USA",m0262,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0262.jpg,42.348464,-83.037826,,Michigan,Eastern Market
438,10125 East Jefferson Avenue,"MICHAEL BURDICK', 'KELLY GOLDEN",Detroit,Wayne County,"10125 E Jefferson, Detroit, MI, USA",m0686,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0686.jpg,42.362031,-82.981716,,Michigan,Detroit
439,2026 Garfield Street,LUNCH MONEY,Detroit,Wayne County,"Saint Aubin Street, Detroit, MI, USA",m0263,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0263.jpg,42.361267,-83.042267,,Michigan,Forest Park
440,18445 Scarsdale Street,FFTY,Detroit,Wayne County,"18660 Bretton Dr, Detroit, MI, USA",m0283,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0283.jpg,42.406332,-83.223115,,Michigan,North Rosedale Park
441,1425 Gratiot Avenue,MARKA27,Detroit,Wayne County,"Gratiot Avenue, Detroit, MI, USA",m0291,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0291.jpg,42.344682,-83.037965,,Michigan,Lafayette Park
442,8115 Vernor Highway,BERNAL PEREZ,Detroit,Wayne County,"West Vernor Highway, Detroit, MI, USA",m0671,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0671.jpg,42.310746,-83.128917,,Michigan,Springwells Village
443,1701 Trumbull Avenue,OUIZI,Detroit,Wayne County,"1701 Trumbull, Detroit, MI, USA",m0297,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0297.jpg,42.329537,-83.065864,,Michigan,Corktown
444,14864 Mendota Street,WC BEVAN,Detroit,Wayne County,"Detroit, MI, USA",m0300,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0300.jpg,42.398649,-83.164515,,Michigan,Detroit
445,24313 Grand River Avenue,PHILIPPE MASTROCOLA,Detroit,Wayne County,"Grand River Avenue, Detroit, MI, USA",m0450,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0450.jpg,42.425526,-83.280624,,Michigan,The Eye
446,14864 Mendota Street,unknown,Detroit,Wayne County,"Detroit, MI, USA",m0595,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0595.jpg,42.398649,-83.164515,,Michigan,Detroit
447,14864 Mendota Street,WILLIE WAYNE SMITH,Detroit,Wayne County,"Detroit, MI, USA",m0633,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0633.jpg,42.398649,-83.164515,,Michigan,Detroit
448,501 Helen Street,ANNA MUCCIOLI,Detroit,Wayne County,"Larned Street, Detroit, MI, USA",m0616,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0616.jpg,42.347257,-83.003777,,Michigan,Islandview
